appid,name,developer,publisher
239030,"Papers, Please",3909,3909
298280,XenoRaptor,Peter Cleary,-
603940,Pixel Shopkeeper,"Pixel Prototype, LLC",-
270010,Time Rifters,Proton Studio Inc, 
334690,Squirreltopia,Sean Davy, 
340340,Domestic Dog,Sean Davy, 
385770,Time Clickers,Proton Studio Inc, 
456780,DUCATI - 90th Anniversary,Milestone S.r.l.,  Milestone S.r.l.
493480,ERISLE,Expect Studio, Expect Studio 
368890,AR-K: The Great Escape,Gato Salvaje S.L., Gato Salvaje S.L.
330390,Grandia II Anniversary Edition,"GAME ARTS Co., Ltd., SkyBox Labs"," GungHo Online Entertainment America, Inc.	"
573770,RED,"storyk21674, STILILA, è²“è›‹", ï¼¬ï½…ï½ï½ï½Žã€€ï¼¢ï½ï½Œï½
470280,Lost Route,Imbanova Entertainment Inc., Imbanova Entertainment Inc.
681540,Escape From Space Shredder,s_unk, s_unk
526590,Boxing Saga,VR PrinceTechnology development Beijing Co. Ltd, VR PrinceTechnology development Beijing Co. Ltd
253250,Stonehearth,Radiant Entertainment,(none)
548130,Scribble Ships,Slothzilla Games,(none)
647040,Riaaf The Spider,"Evgeny Osmet, .ez Games",.ez Games
647050,Super Hardcore,.ez Games,.ez Games
233980,UnEpic,@unepic_fran,@unepic_fran
463270,Ghost 1.0,@unepic_fran,@unepic_fran
586880,Mini Ghost,@unepic_fran,@unepic_fran
454320,[the Sequence],[OneManBand],[OneManBand]
496910,DrumKit VR - Play drum kit in the world of VR,0o0,0o0
454250,The Eyes of Ara,100 Stones Interactive,100 Stones Interactive
562840,Dragon Blood,TeamTop Games,101XP
604190,Storm Riders,"Mokylin Tech. Co.,Ltd",101XP
527160,Cmoar VR Cinema,10Ants Hill,10Ants Hill
555050,Racket Fury: Table Tennis VR,10Ants Hill,10Ants Hill
262830,Crimsonland,10tons Ltd,10tons Ltd
370550,Sparkle 2,10tons Ltd,10tons Ltd
394290,Tennis in the Face,10tons Ltd,10tons Ltd
428750,Neon Chrome,10tons Ltd,10tons Ltd
460220,Xenoraid: The First Space War,10tons Ltd,10tons Ltd
550440,Azkend 2: The World Beneath,10tons Ltd,10tons Ltd
626580,Spellspire,10tons Ltd,10tons Ltd
333990,Conclave,10x10 Room,10x10 Room
91200,Anomaly: Warzone Earth,11 bit studios,11 bit studios
236730,Anomaly 2,11 bit studios,11 bit studios
251530,Anomaly Korea,11 bit studios,11 bit studios
252170,Anomaly Warzone Earth Mobile Campaign,11 bit studios,11 bit studios
263860,SPACECOM,Flow Combine,11 bit studios
282070,This War of Mine,11 bit studios,11 bit studios
294750,Anomaly Defenders,11 bit studios,11 bit studios
461950,Beat Cop,Pixel Crow,11 bit studios
530950,Tower 57,Pixwerk,11 bit studios
464650,Runbow,13AM Games,13AM Games
487350,Pirate Pop Plus,dadako,"13AM Shipping Solutions, 13AM Games"
406780,Welcome to Boon Hill,Matthew Ritter,14 Hours Productions
671700,Dead Horizon,14 Hours Productions,14 Hours Productions
347630,16 Bit Arena,16bitarena.com,16bitarena.com
228960,Skulls of the Shogun,17-BIT,17-BIT
300580,GALAK-Z,17-BIT,17-BIT
448610,Draw Rider,17Studio,17Studio
588630,Draw Rider 2,17Studio,17Studio
454230,SLG Remix,1812 Productions (PC Port),1812 Productions
3170,King's Bounty: Armored Princess,Katauri Interactive,1C Company
7840,Death Track: Resurrection,Sky Fallen,1C Company
7860,NecroVision,The Farm 51,1C Company
9800,Death to Spies,Haggard Games,1C Company
11480,Soldiers: Heroes of World War II,Best Way,1C Company
25850,Elven Legacy,1C:InoCo,1C Company
25900,King's Bounty: The Legend,1C Company,1C Company
34410,Death to Spies: Moment of Truth,Haggard Games,1C Company
34420,XIII Century  Gold Edition,Unicorn Games Studio,1C Company
42930,Elven Legacy: Magic,1C:InoCo,1C Company
42940,Elven Legacy: Siege,1C:InoCo,1C Company
42950,Elven Legacy: Ranger,1C:InoCo,1C Company
46200,A.I.M. Racing,SkyRiver Studios,1C Company
46250,NecroVisioN: Lost Company,The Farm 51,1C Company
46260,Star Wolves 3: Civil War,Elite Games Team,1C Company
46270,Star Wolves,X-Bow Software,1C Company
46280,Star Wolves 2,X-Bow Software,1C Company
46290,Theatre of War,1C Company,1C Company
46340,Theatre of War 2: Africa 1943,1C Company,1C Company
46350,Real Warfare 1242,Unicorn Games Studio,1C Company
46360,Theatre of War 2: Kursk 1943,1C Company,1C Company
46370,Rig n Roll,SoftLab-NSK,1C Company
46380,Reign: Conflict of Nations,Lesta Studio,1C Company
63900,Fantasy Wars,Ino-Co,1C Company
63910,King's Bounty: Crossworlds,Katauri Interactive,1C Company
63950,IL-2 Sturmovik: Cliffs of Dover,1C: Maddox Games,1C Company
63960,Theatre of War 3: Korea,1C Company,1C Company
200230,Off-Road Drive,1C-Avalon,1C Company
203350,King's Bounty: Warriors of the North,1C-SoftClub,1C Company
204860,Men of War: Condemned Heroes,1C-SoftClub,1C Company
214730,Space Rangers HD: A War Apart,"SNK Games, Elemental Games, Katauri Interactive",1C Company
244450,Men of War: Assault Squad 2,Digitalmindsoft,1C Company
289180,A.I.M.2 Clan Wars,SkyRiver Studios,1C Company
289200,Ascension to the Throne,DVS,1C Company
289220,BorderZone,"Saturn-plus, Orion",1C Company
289240,Perimeter: Emperor's Testament,K-D Lab,1C Company
289280,El Matador,Plastic Reality Technologies,1C Company
289300,Faces of War,Best Way,1C Company
289340,Freight Tycoon Inc.,Nikita,1C Company
289360,Konung 2,1C Company,1C Company
289380,Konung 3: Ties of the Dynasty,1C Company,1C Company
289400,Parkan 2,Nikita,1C Company
289420,Planet Alcatraz,1C Company,1C Company
289440,Perimeter,K-D Lab,1C Company
289460,RC Cars,Creat Studio,1C Company
289480,The Tomorrow War,CrioLand,1C Company
289500,UFO: Aftershock,ALTAR Interactive,1C Company
289520,King's Bounty: Dark Side,1C-SoftClub,1C Company
289890,"7,62 High Calibre",Apeiron,1C Company
292160,UFO: Aftermath,Altar Interactive,1C Company
296210,Brigade E5: New Jagged Union,Apeiron,1C Company
322680,BLACKHOLE,FiolaSoft Studio,1C Company
323250,Hexus,iMaxGen,1C Company
336770,Pilot Brothers 2,1C Wireless,1C Company
336780,Pilot Brothers 3: Back Side of the Earth,1C Wireless,1C Company
353110,Dreamscapes: Nightmare's Heir - Premium Edition,Shaman Games Studio,1C Company
356260,Stalingrad,DTF games,1C Company
356270,Cuban Missile Crisis,G5 Software,1C Company
356280,Desert Law,Arise,1C Company
356290,Cuban Missile Crisis: Ice Crusade,G5 Software,1C Company
361380,World War I,Dark Fox,1C Company
368430,Through the Woods,Antagonist,1C Company
373870,Sisters Secrecy: Arcanum Bloodlines - Premium Edition,Space Monkey International,1C Company
374050,Infinium Strike,Codex Worlds,1C Company
389250,Planet Alcatraz 2,1C Company,1C Company
464100,Codex of Victory,Ino-Co Plus,1C Company
487630,Lantern,Storm in a Teacup,1C Company
496390,Shiny,Garage 227,1C Company
496400,Renoir,Black Wing Foundation,1C Company
503450,Space Rangers: Quest,SNK Games,1C Company
522690,In Fear I Trust,Black Wing Foundation,1C Company
553260,Realpolitiks,Jujubee S.A.,1C Company
3130,Men of War: Red Tide,1C Company,"1C Company, 1C-SoftClub"
7830,Men of War,Best Way,"1C Company, 1C-SoftClub"
63940,Men of War: Vietnam,1C Company,"1C Company, 1C-SoftClub"
64000,Men of War: Assault Squad,Digitalmindsoft,"1C Company, 1C-SoftClub"
202860,Real Warfare 2: Northern Crusades,Unicorn Games Studio,"1C Company, 1C-SoftClub"
289260,Dreamscapes: The Sandman - Premium Edition,Shaman Games Studio,"1C Company, Playrix"
323260,Robin's Island Adventure,Shaman Games Studio,"1C Company, Shaman Games Studio"
323270,Jane Angel: Templar Mystery,iMaxGen,"1C Company, Shaman Games Studio"
323280,Sea Legends: Phantasmal Light Collector's Edition,Shaman Games Studio,"1C Company, Shaman Games Studio"
307960,IL-2 Sturmovik: Battle of Stalingrad,"1C Game Studios, 777 Studios",1C Game Studios
15280,IL-2 Sturmovik: 1946,1C: Maddox Games,1C Online Games
15320,IL-2 Sturmovik: 1946,1C: Maddox Games,1C Online Games
295550,Royal Quest,Katauri,1C Online Games
304750,Voodoo Chronicles: The First Sign HD - Directors Cut Edition,Space Monkey International,1C Online Games
373860,Apothecarium: The Renaissance of Evil - Premium Edition,Space Monkey International,1C Online Games
428250,Mystery Castle: The Mirror's Secret,Meridian'93,1C Online Games
428260,The Book of Desires,Meridian'93,1C Online Games
428270,Twilight City: Love as a Cure,Meridian'93,1C Online Games
428280,Mystery of Unicorn Castle: The Beastmaster,Meridian'93,1C Online Games
244050,Rise of Flight United,777 Studios,1C-777
336760,Pilot Brothers,1C Wireless,1Ð¡ Company
96300,Ravaged Zombie Apocalypse,2 Dawn Studios,"2 Dawn Studios, Reverb Publishing"
392100,Fatal Theory,2 Hit Studio,2 Hit Studio
487000,Quest Hunter,2 Zombie Games,2 Zombie Games
428440,Chasing Dead,2020 Venture,2020 Venture
350380,The Martian VR Experience,"The Third Floor, Inc, The Virtual Reality Company",20th Century Fox Film Corporation
422420,Godus Wars,22cans,22cans
232810,Godus,22cans,22cans Ltd.
222660,Retro/Grade,24 Caret Games,24 Caret Games
394430,Dimension Drive,2Awesome Studio,2Awesome Studio
570500,Child Phobia: Nightcoming Fears,2B_GAMES,2B_GAMES
431540,Frosty Kiss,"2Chance Projects, IIchan Eroge Team",2Chance Projects
22000,World of Goo,2D BOY,2D BOY 
425160,Recursion Deluxe,"2D Heroes, Ursa Games",2D Heroes
464530,Cat Meat,"2D Heroes, Ursa Games",2D Heroes
414810,Observatory: A VR Variety Pack,2DArray,2DArray
287860,8-Bit Commando,2DEngine,2DEngine
390910,Collisions,2DEngine,2DEngine
487420,Space Radiance,2DHD,2DHD
620700,EVIL POSSESSION,2DragonsGames,2DragonsGames
577910,Ghost Blade HD,Hucast Games,2Dream
614150,Train Harder,2Frogs Software,2Frogs Software
240460,WWE 2K15,"YUKEâ€™S Co., Ltd.",2K
273350,Evolve Stage 2,Turtle Rock Studios,2K
282210,Sid Meier's Starships,Firaxis Games,2K
282350,NBA 2K15,Visual Concepts,2K
370240,NBA 2K16,Visual Concepts,2K
385730,WWE 2K16,"Visual Concepts, Yuke's",2K
385760,NBA 2K17,Visual Concepts,2K
394230,Battleborn,Gearbox Software,2K
409720,BioShock 2 Remastered,"2K Marin, 2K China, Digital Extremes, 2K Australia, Blind Squirrel",2K
458920,Carnival Games VR,Cat Daddy Games,2K
510510,WWE 2K17,"Visual Concepts, Yuke's Co., LTD",2K
3900,Sid Meier's Civilization IV,Firaxis Games,2K Games
3910,Sid Meier's Civilization III Complete,Firaxis Games,2K Games
3920,Sid Meier's Pirates!,Firaxis Games,2K Games
3960,Shattered Union,PopTop,2K Games
3980,CivCity: Rome,"FireFly Studios, Firaxis Games",2K Games
3990,Civilization IV: Warlords,Firaxis Games,2K Games
7610,Railroad Tycoon 3,PopTop,2K Games
7620,Railroad Tycoon II Platinum,PopTop,2K Games
7650,X-COM: Terror From the Deep,"MicroProse Software, Inc",2K Games
7660,X-COM: Apocalypse,"MicroProse Software, Inc",2K Games
7670,BioShock,"2K Boston, 2K Australia",2K Games
7730,X-COM: Interceptor,"MicroProse Software, Inc",2K Games
7760,X-COM: UFO Defense,"MicroProse Software, Inc",2K Games
7770,X-COM: Enforcer,"MicroProse Software, Inc",2K Games
8800,Civilization IV: Beyond the Sword,Firaxis Games,2K Games
8880,Freedom Force,Irrational Games,2K Games
8890,Freedom Force vs. the Third Reich,Irrational Games,2K Games
8980,Borderlands,Gearbox Software,2K Games
16810,Sid Meier's Civilization IV: Colonization,Firaxis Games,2K Games
34440,Sid Meier's Civilization IV,Firaxis Games,2K Games
34450,Civilization IV: Warlords,Firaxis Games,2K Games
34460,Civilization IV: Beyond the Sword,Firaxis Games,2K Games
57900,Duke Nukem Forever,Gearbox Software,2K Games
65930,The Bureau: XCOM Declassified,2K Marin,2K Games
67370,The Darkness II,Digital Extremes,2K Games
219600,NBA 2K13,Visual Concepts,2K Games
244070,Sid Meiers Ace Patrol,Firaxis Games,2K Games
244090,Sid Meiers Ace Patrol: Pacific Skies,Firaxis,2K Games
255480,NBA 2K14,Visual Concepts,2K Games
49520,Borderlands 2,"Gearbox Software, Aspyr (Mac & Linux)","2K Games, Aspyr (Mac & Linux)"
8870,BioShock Infinite,"Irrational Games, Aspyr (Mac), Virtual Programming (Linux)","2K Games, Aspyr (Mac)"
8930,Sid Meier's Civilization V,"Firaxis Games, Aspyr (Mac, Linux)","2K Games, Aspyr (Mac, Linux)"
7600,Sid Meier's Railroads!,"Firaxis Games, Feral Interactive (Mac)","2K Games, Feral Interactive (Mac)"
8850,BioShock 2,"2K Marin, 2K China, Digital Extremes, 2K Australia, Feral Interactive (Mac)","2K Games, Feral Interactive (Mac)"
50130,Mafia II,"2K Czech, Feral Interactive (Mac)","2K Games, Feral Interactive (Mac)"
200510,XCOM: Enemy Unknown,"Firaxis Games, Feral Interactive (Mac), Feral Interactive (Linux)","2K Games, Feral Interactive (Mac), Feral Interactive (Linux)"
50300,Spec Ops: The Line,Yager Development,"2K Games, Missing Link Games"
8970,Axel & Pixel,Silver Wish Games,2K Play
40930,The Misadventures of P.B. Winterbottom,The Odd Gentlemen,2K Play
201020,NBA 2K12,Visual Concepts,2K Sports
261640,Borderlands: The Pre-Sequel,"2K Australia, Gearbox Software, Aspyr (Mac and Linux)","2K, Aspyr (Mac and Linux)"
360430,Mafia III,"Hangar 13, Aspyr (Mac)","2K, Aspyr (Mac)"
65980,Sid Meier's Civilization: Beyond Earth,"Firaxis Games, Aspyr (Mac, Linux)","2K, Aspyr (Mac, Linux)"
289070,Sid Meiers Civilization VI,"Firaxis, Aspyr (Mac, Linux)","2K, Aspyr (Mac, Linux)"
409710,BioShock Remastered,"2K Boston, 2K Australia, Blind Squirrel, Feral Interactive (Mac)","2K, Feral Interactive (Mac)"
268500,XCOM 2,"Firaxis, Feral Interactive (Mac), Feral Interactive (Linux)","2K, Feral Interactive (Mac), Feral Interactive (Linux)"
543650,Last Days,CrackedGhostGames,2ndDimensionGhost
257750,Bloody Trapland,2Play,2Play
579840,Bloody Trapland 2: Curiosity,"2Play, Prasius",2Play
326630,Club Manager 2015,BigBlaze Games,2tainment
326650,The Legend of Candlewind: Nights & Candles,Atmosphere Entertainment Studios,2tainment
354180,Bunker - The Underground Game,Nightly Studios,2tainment
407190,Club Manager 2016,Big Blaze,2tainment
507300,Club Manager 2017,Big Blaze Games,2tainment GmbH
508980,Crashday Redline Edition,Moonbyte,2tainment GmbH
515260,Virtual Rides 3 - Funfair Simulator,Zeichenkraftwerk Jeutter & Schaller GbR,2tainment GmbH
542110,FriendShip,"Grayson Malinowski, Jesse Homa, Louis Fairgrieve",2Tall Inc.
567320,VThree,2xMilk,2xMilk
455830,FrightShow Fighter,3 Fright,3 Fright
228440,Cubemen 2,3 Sprockets,3 Sprockets
250560,Fight The Dragon,3 Sprockets,3 Sprockets
207250,Cubemen,3 Sprockets,3 Sprockets 
293240,Cosmochoria,Nate Schmold,30/30
36900,Angle of Attack,3000AD,3000AD
36910,All Aspect Warfare,3000AD,3000AD
267220,Line Of Defense Tactics - Tactical Advantage,3000AD,3000AD
345580,Universal Combat CE,3000AD,3000AD
350660,Alganon,Quest Online,3000AD
444440,Scapeland,3100 games,3100 games
384960,Vengeance,314 Arts,314 Arts
517710,Redout: Enhanced Edition,34BigThings srl,34BigThings srl
402390,Hyperdrive Massacre,34BigThings srl,"34BigThings srl, Digital Tribe"
429430,Tyrfing  Cycle |Vanilla|,Demon Sword Games,378 Publishing LTD
523230,Super Spring Ninja,Demon Sword Games,378 Publishing Ltd
102500,Kingdoms of Amalur: Reckoning,"Big Huge Games, 38 Studios","38 Studios, Electronic Arts"
352460,Dead Realm,Section Studios,3BLACKDOT
420360,Spectrum,3D Avenue,3D Avenue
353190,Bombshell,Interceptor Entertainment,3D Realms
240160,Duke Nukem,"3D Realms, Interceptor Entertainment",3D Realms (Apogee Software)
240180,Duke Nukem 2,"3D Realms, Interceptor Entertainment",3D Realms (Apogee Software)
240200,Duke Nukem: Manhattan Project,"Sunstorm Interactive, 3D Realms, Interceptor Entertainment",3D Realms (Apogee Software)
358170,Arctic Adventure,3D Realms (Apogee Software),3D Realms (Apogee Software)
358180,Bio Menace,3D Realms (Apogee Software),3D Realms (Apogee Software)
358200,Math Rescue,Redwood Games,3D Realms (Apogee Software)
358220,Mystic Towers,Animation F/X,3D Realms (Apogee Software)
358230,Paganitzu,3D Realms (Apogee Software),3D Realms (Apogee Software)
358240,Monuments of Mars,3D Realms (Apogee Software),3D Realms (Apogee Software)
358250,Cosmo's Cosmic Adventure,3D Realms (Apogee Software),3D Realms (Apogee Software)
358270,Death Rally (Classic),Remedy,3D Realms (Apogee Software)
358280,Alien Carnage / Halloween Harry,"Interactive Binary Illusions, SubZero Software",3D Realms (Apogee Software)
358290,Hocus Pocus,Moonlite Software,3D Realms (Apogee Software)
358300,Major Stryker,3D Realms (Apogee Software),3D Realms (Apogee Software)
358320,Realms of Chaos,3D Realms (Apogee Software),3D Realms (Apogee Software)
358330,Pharaoh's Tomb,3D Realms (Apogee Software),3D Realms (Apogee Software)
358340,Word Rescue,Redwood Games,3D Realms (Apogee Software)
358350,Secret Agent,3D Realms (Apogee Software),3D Realms (Apogee Software)
358380,Wacky Wheels,Beavis Soft,3D Realms (Apogee Software)
358390,Stargunner,3D Realms,3D Realms (Apogee Software)
358400,Shadow Warrior (Classic),3D Realms (Apogee Software),3D Realms (Apogee Software)
358420,Xenophage: Alien Bloodsport,Argo Games,3D Realms (Apogee Software)
358430,Balls of Steel,Wildfire Studios,3D Realms (Apogee Software)
358440,Dark Ages,Scenario Software,3D Realms (Apogee Software)
359850,Duke Nukem 3D,3D Realms,3D Realms (Apogee Software)
353580,Rad Rodgers: World One,Interceptor Entertainment,"3D Realms, THQ Nordic"
625190,Great Pyramid VR,Michal BÃ¡rta,3DA
438450,3DF Zephyr Lite Steam Edition,3Dflow SRL,3Dflow SRL
612050,VRIQ,3DIQ,3DIQ
423490,Air Missions: HIND,3Division,3Division
270570,Reversion - The Escape (1st Chapter),3f Interactive,3f Interactive
281060,Reversion - The Meeting (2nd Chapter),3f Interactive,3f Interactive
574940,Downward Spiral: Prologue,3rd Eye Studios Oy LTD,3rd Eye Studios Oy LTD
543600,Monster Maze VR,4 Fun Studio,4 Fun Studio
576100,Unknown Pharaoh,4 Fun Studio,4 Fun Studio
602010,Plank not included,4 Fun Studio,4 Fun Studio
353130,Time of Dragons,4 I Lab,4 I Lab
518110,Ahros: One Warrior Chronicle,4 I Lab,4 I Lab
348280,ORBIT,4Bit Games,4Bit Games
588040,WILL: A Wonderful World / WILL,4D Door Games,4D Door Games
592130,NakedMan VS The Clothes,4FreaksFiction,4FreaksFiction
589770,Green Elephant 2D,4Fufelz,4Fufelz
407700,Lonath Online,4NetGames,4NetGames
340960,Pulsen,4-Panel Footprint,4-Panel Footprint
281840,4PM,Bojan Brbora,4PM GAME
319430,CHAOS - In the Darkness,4Realms,4Realms
60700,Power of Defense,4sdk,4sdk
268870,Satellite Reign,5 Lives Studios,5 Lives Studios
408740,Pro Gamer Manager,Raptor Claw Games,501 Industries
218620,PAYDAY 2: Ultimate Edition,OVERKILL - a Starbreeze Studio.,505 Games
221540,DG2: Defense Grid 2,Hidden Path Entertainment,505 Games
225080,Brothers - A Tale of Two Sons,Starbreeze Studios AB,505 Games
236510,Takedown: Red Sabre,Serellan LLC,505 Games
243320,Rekoil,Plastic Piranha,505 Games
249680,Marlow Briggs and the Mask of Death,Zootfly,505 Games
250400,How to Survive,Eko Software,505 Games
253690,Tiny Brains,Spearhead Games,505 Games
271290,HAWKEN,"Hawken Entertainment, Inc.",505 Games
273030,Pro Rugby Manager 2015,Cyanide,505 Games
279440,Joe Dever's Lone Wolf HD Remastered,Forge Reply srl,505 Games
300060,ADR1FT,THREE ONE ZERO,505 Games
305260,Battle Islands,DR Studios,505 Games
329110,Gems of War - Puzzle RPG,Infinity Plus 2,505 Games
339580,Ember,N-Fusion Interactive,505 Games
360150,How To Survive: Third Person Standalone,Eko Software,505 Games
360170,How to Survive 2,Eko Software,505 Games
374030,Virginia,Variable State,505 Games
374040,Portal Knights,Keen Games,505 Games
384180,Prominence Poker,Pipeworks Studio,505 Games
384190,ABZU,Giant Squid,505 Games
402040,The Guest,Team Gotham,505 Games
404770,SUPERFIGHT,Pipeworks Studio,505 Games
421170,Indivisible,Lab Zero Games,505 Games
445720,Battle Islands: Commanders,DR Studios,505 Games
489370,Quarantine,Sproing,505 Games
570460,Laser League,Roll7,505 Games
635320,Last Day of June,Ovosonico,505 Games
528960,Blanco,51Pegasi Studios,51Pegasi Studios
573610,DOOORS VR,"ODAKO Co.,Ltd.",58works
599060,Age of Heroes: Conquest,5th Planet Games,5th Planet Games
432020,What's under your blanket !?,5Wolf,5Wolf
470600,Video blogger Story,5Wolf,5Wolf
605500,What's under your blanket 2 !?,5Wolf,5Wolf
583660,Dark Project,651 GAMES,651 GAMES
635270,Through The Dark: Prologue,6waves,6waves
503160,Angels & Demigods - SciFi VR Visual Novel,7 Keys Studios,7 Keys Studios
467220,Dyna Bomb,7 Raven Studios,7 Raven Studios
496990,Ghost Sweeper,7 Raven Studios,7 Raven Studios
555320,Never give up!,Salamandra88,7DOTS
612110,Sweet fantasy,salamandra88,7DOTS
551500,Star Fight,7K Games,7K Games
242610,Grappledrome,800 North,800 North
70000,Dino D-Day,800 North and Digital Ranch,800 North and Digital Ranch
270450,Robot Roller-Derby Disco Dodgeball,Erik Asmussen,82 Apps
252070,Gimbal,8888888 LABS,8888888 LABS
402220,Lift It,89AM Studio,89AM Studio
462110,3 Coins At School,89AM Studio,89AM Studio
508580,CrapsVR,8-bit development,8-bit development
274620,Skara - The Blade Remains,8-Bit Studio,8-Bit Studio
384090,Sketch Tales,8D Studio,8D Studio
291170,Royal Defense,"Good Games, Creobit",8Floor
343930,Fort Defense,Creobit,8Floor
361850,Portal of Evil: Stolen Runes Collector's Edition,8Floor,8Floor
371460,Gnumz: Masters of Defense,Creobit,8Floor
396850,Chronicles of the Witches and Warlocks,8Floor,8Floor
397900,Business Tour - Online Multiplayer Board Game,Creobit,8Floor
409600,Contract With The Devil,AZ-Art Development Studio,8Floor
415830,Gnomes Garden,"Workroom7, Creobit",8Floor
415840,Mystic Saga,FIVE-BN GAMES,8Floor
423550,Day D: Tower Rush,Creobit,8Floor
428510,Solitaire Christmas. Match 2 Cards,Creobit,8Floor
429280,Gems of the Aztecs,Wellore,8Floor
431750,Iron Sea Defenders,Creobit,8Floor
444280,Alice's Patchwork,Creobit,8Floor
449170,Gnomes Garden 2,"Jerzie, Creobit",8Floor
522090,Medieval Defenders,Creobit,8Floor
523150,Mahjong World Contest,Creobit,8Floor
523160,Alice's Patchworks 2,Creobit,8Floor
528070,Solitaire Beach Season,Creobit,8Floor
546200,Gnomes Garden 3: The thief of castles,Creobit,8Floor
303720,#KILLALLZOMBIES,Beatshapers,"8Floor, Beatshapers"
462530,8i - Make VR Human,8i,8i
571050,Santa Sling,"8th Shore, Inc.","8th Shore, Inc."
614700,Nightmare Grotto,"8th Shore, Inc.","8th Shore, Inc."
627070,inVokeR,"8th Shore, Inc.","8th Shore, Inc."
599840,Planet RIX-13,9 Eyes Game Studio,9 Eyes Game Studio
251170,Damned,9heads Game Studios,9heads Game Studios
291270,Vitrum,9heads Game Studios,9heads Game Studios
378660,Blues and Bullets,A Crowd of Monsters,A Crowd of Monsters
389970,Blues and Bullets - Digital Comic,A Crowd of Monsters,A Crowd of Monsters
263960,Wyv and Keep: The Temple of the Lost Idol,A Jolly Corpse,A Jolly Corpse
371690,Pixel Space,a REGULAR GAMER,a REGULAR GAMER
356250,Gathering Sky,A Stranger Gravity,A Stranger Gravity
409610,One Final Chaos,"Pusselbit, Sweet Studio Labs",A Sweet Studio
563430,Void Pyramid,A. Hagen,A. Hagen
403660,Omnipresent,A.J Starkey Enterprises,A.J Starkey Enterprises
568570,Force of Nature,A.Y.std,A.Y.std
630060,Consummate:Missing World,ä¸€æ¬¡å…ƒåˆ›ä½œç»„,ä¸€æ¬¡å…ƒåˆ›ä½œç»„
684250, The Dark Side Of The Moon,ä¸€æ¯çƒŸé›¨æ¸¸æˆå·¥ä½œå®¤,ä¸€æ¯çƒŸé›¨æ¸¸æˆå·¥ä½œå®¤
547440,7D Game VR for VIVE,ä¸Šæµ·æ¸¸ä¸ƒç½‘ç»œç§‘æŠ€æœ‰é™å…¬å¸,ä¸Šæµ·æ¸¸ä¸ƒç½‘ç»œç§‘æŠ€æœ‰é™å…¬å¸
590910,,ä¸Šæµ·ç‚Žæˆ˜ç½‘ç»œç§‘æŠ€æœ‰é™å…¬å¸,ä¸Šæµ·ç‚Žæˆ˜ç½‘ç»œç§‘æŠ€æœ‰é™å…¬å¸
512080,Fancy Skiing VR,å“ˆè§†å¥‡ç§‘æŠ€,å“ˆè§†å¥‡ç§‘æŠ€
514350,Fancy Slingshot VR,å“ˆè§†å¥‡ç§‘æŠ€,å“ˆè§†å¥‡ç§‘æŠ€
521860,Lop Nor Zombie VR (HTC Vive),å“ˆè§†å¥‡ç§‘æŠ€,å“ˆè§†å¥‡ç§‘æŠ€
552240,Fancy Trangram VR,å“ˆè§†å¥‡ç§‘æŠ€,å“ˆè§†å¥‡ç§‘æŠ€
601940,Fancy Fishing VR,å“ˆè§†å¥‡ç§‘æŠ€,å“ˆè§†å¥‡ç§‘æŠ€
588920,BADASS,Toothless T-Rex,å¤§ããã¦å¼·ã„
389900,Hogs of War,"Infogrames Entertainment SA, Gremlin Interactive",Â© 2015 Alternative Software Ltd.
616740, Cryste: the Faith of Fire Vol.1,"Salvation, å‡€åœŸåˆ¶ä½œå®¤",å‡€åœŸåˆ¶ä½œå®¤
507210,The Wire,ä¹å®¢æ¸¸æˆ,ä¹å®¢æ¸¸æˆ
525070,Captain Lycop : Invasion of the Heters,AÃ©ronie,AÃ©ronie
315880,WTFast Gamers Private Network (GPN),"AAA Internet Publishing, Inc. (DBA WTFast)","AAA Internet Publishing, Inc. (DBA WTFast)"
293480,FRONTIERS,AAD Productions,AAD Productions
398180,Euclidean,Alpha Wave Entertainment,AAD Productions
427860,The Next World,Illuminated Games,AAD Productions
427890,Felt Tip Circus,Alpha Wave Entertainment,AAD Productions
593340,Gaben Kingdom,Mariusz Gibas,AAG Studio
259810,Home Sheep Home 2,Aardman Animations,Aardman Animations
312270,Siege of Inaolia,Aaron Dordi,Aaron Dordi
445170,The Haunting of Billy,Targon Studios,Aaron Legault
485110,PlanetFate,Aaron Matthies,Aaron Matthies
293960,Spice Road,Aartform Games,Aartform Games
538990,SugarMill,Aatlantis Code,Aatlantis Code
222730,Reus,Abbey Games,Abbey Games
296970,Renowned Explorers: International Society,Abbey Games,Abbey Games
551570,Sarab: The Dark Tower,Abdulla Hassan Al-Farsi,Abduula Hassan Al-Farsi
351230,Counter Spell,Abnormal Software,Abnormal Software
441790,Fragmented,Above and Beyond Technologies,Above and Beyond Technologies
397060,Faeria,Abrakam SA,Abrakam SA
374280,Hired Ops,Absolut Soft LLC,Absolut Soft LLC
359250,City of Fools,Absolutist Ltd.,Absolutist Ltd.
359260,Green Moon,Absolutist Ltd.,Absolutist Ltd.
403850,Sky To Fly: Faster Than Wind,AIVIK LLC,Absolutist Ltd.
409560,Run Rabbit Run,FLAT12,Absolutist Ltd.
457810,Sky to Fly: Soulless Leviathan,AIVIK LLC,Absolutist Ltd.
464800,Twisted Worlds,Absolutist Ltd.,Absolutist Ltd.
486170,Bathory - The Bloody Countess,Absolutist Ltd.,Absolutist Ltd.
